COUNTRY,PSRAID,MUSLIM,Q34A
Jordan,117286,Muslim,No confidence at all
Jordan,117287,Muslim,No confidence at all
Jordan,117288,Muslim,No confidence at all
Jordan,117289,Muslim,No confidence at all
Jordan,117290,Muslim,No confidence at all
Jordan,117291,Muslim,No confidence at all
Jordan,117292,Muslim,Some confidence
Jordan,117293,Muslim,Some confidence
Jordan,117294,Muslim,Some confidence
Jordan,117295,Muslim,Not too much confidence
Jordan,117296,Muslim,Not too much confidence
Jordan,117297,Muslim,Not too much confidence
Jordan,117298,Muslim,No confidence at all
Jordan,117299,Muslim,No confidence at all
Jordan,117300,Muslim,Not too much confidence
Jordan,117301,Muslim,Some confidence
Jordan,117302,Muslim,Not too much confidence
Jordan,117303,Muslim,No confidence at all
Jordan,117304,Muslim,Some confidence
Jordan,117305,Muslim,Not too much confidence
Jordan,117306,Muslim,No confidence at all
Jordan,117307,Muslim,Some confidence
Jordan,117308,Muslim,Some confidence
Jordan,117309,Muslim,Not too much confidence
Jordan,117310,Muslim,No confidence at all
Jordan,117311,Muslim,No confidence at all
Jordan,117312,Muslim,No confidence at all
Jordan,117313,Muslim,Some confidence
Jordan,117314,Muslim,Not too much confidence
Jordan,117315,Muslim,No confidence at all
Jordan,117316,Muslim,No confidence at all
Jordan,117317,Muslim,No confidence at all
Jordan,117318,Muslim,No confidence at all
Jordan,117319,Not Muslim,No confidence at all
Jordan,117320,Muslim,Some confidence
Jordan,117321,Muslim,No confidence at all
Jordan,117322,Muslim,No confidence at all
Jordan,117323,Muslim,Not too much confidence
Jordan,117324,Muslim,No confidence at all
Jordan,117325,Muslim,Not too much confidence
Jordan,117326,Muslim,Some confidence
Jordan,117327,Muslim,Some confidence
Jordan,117328,Muslim,Some confidence
Jordan,117329,Muslim,No confidence at all
Jordan,117330,Muslim,Some confidence
Jordan,117331,Muslim,Refused
Jordan,117332,Muslim,No confidence at all
Jordan,117333,Muslim,No confidence at all
Jordan,117334,Muslim,No confidence at all
Jordan,117335,Muslim,No confidence at all
Jordan,117336,Muslim,No confidence at all
Jordan,117337,Muslim,Some confidence
Jordan,117338,Muslim,Not too much confidence
Jordan,117339,Muslim,No confidence at all
Jordan,117340,Muslim,No confidence at all
Jordan,117341,Muslim,No confidence at all
Jordan,117342,Muslim,Some confidence
Jordan,117343,Muslim,No confidence at all
Jordan,117344,Muslim,No confidence at all
Jordan,117345,Muslim,Not too much confidence
Jordan,117346,Muslim,No confidence at all
Jordan,117347,Muslim,Not too much confidence
Jordan,117348,Muslim,Not too much confidence
Jordan,117349,Muslim,Some confidence
Jordan,117350,Muslim,No confidence at all
Jordan,117351,Muslim,No confidence at all
Jordan,117352,Muslim,No confidence at all
Jordan,117353,Muslim,Not too much confidence
Jordan,117354,Muslim,Some confidence
Jordan,117355,Muslim,No confidence at all
Jordan,117356,Muslim,No confidence at all
Jordan,117357,Muslim,Some confidence
Jordan,117358,Not Muslim,Some confidence
Jordan,117359,Muslim,Some confidence
Jordan,117360,Muslim,Not too much confidence
Jordan,117361,Muslim,Not too much confidence
Jordan,117362,Muslim,No confidence at all
Jordan,117363,Muslim,No confidence at all
Jordan,117364,Muslim,Some confidence
Jordan,117365,Muslim,Not too much confidence
Jordan,117366,Muslim,Not too much confidence
Jordan,117367,Muslim,No confidence at all
Jordan,117368,Not Muslim,Some confidence
Jordan,117369,Muslim,Some confidence
Jordan,117370,Muslim,No confidence at all
Jordan,117371,Muslim,No confidence at all
Jordan,117372,Muslim,Not too much confidence
Jordan,117373,Not Muslim,Some confidence
Jordan,117374,Muslim,No confidence at all
Jordan,117375,Muslim,Some confidence
Jordan,117376,Muslim,No confidence at all
Jordan,117377,Muslim,Some confidence
Jordan,117378,Muslim,Not too much confidence
Jordan,117379,Muslim,No confidence at all
Jordan,117380,Muslim,Not too much confidence
Jordan,117381,Muslim,A lot of confidence
Jordan,117382,Muslim,No confidence at all
Jordan,117383,Muslim,Not too much confidence
Jordan,117384,Muslim,A lot of confidence
Jordan,117385,Muslim,No confidence at all
Jordan,117386,Muslim,Not too much confidence
Jordan,117387,Muslim,No confidence at all
Jordan,117388,Muslim,Not too much confidence
Jordan,117389,Muslim,No confidence at all
Jordan,117390,Muslim,No confidence at all
Jordan,117391,Muslim,Some confidence
Jordan,117392,Muslim,Not too much confidence
Jordan,117393,Muslim,Not too much confidence
Jordan,117394,Muslim,No confidence at all
Jordan,117395,Muslim,Not too much confidence
Jordan,117396,Muslim,Not too much confidence
Jordan,117397,Muslim,No confidence at all
Jordan,117398,Muslim,No confidence at all
Jordan,117399,Muslim,No confidence at all
Jordan,117400,Muslim,No confidence at all
Jordan,117401,Muslim,Some confidence
Jordan,117402,Muslim,Some confidence
Jordan,117403,Muslim,No confidence at all
Jordan,117404,Muslim,No confidence at all
Jordan,117405,Muslim,No confidence at all
Jordan,117406,Not Muslim,Some confidence
Jordan,117407,Muslim,No confidence at all
Jordan,117408,Muslim,No confidence at all
Jordan,117409,Muslim,Not too much confidence
Jordan,117410,Muslim,No confidence at all
Jordan,117411,Muslim,No confidence at all
Jordan,117412,Muslim,No confidence at all
Jordan,117413,Muslim,No confidence at all
Jordan,117414,Muslim,No confidence at all
Jordan,117415,Muslim,Not too much confidence
Jordan,117416,Muslim,Some confidence
Jordan,117417,Muslim,No confidence at all
Jordan,117418,Muslim,Some confidence
Jordan,117419,Muslim,Some confidence
Jordan,117420,Muslim,No confidence at all
Jordan,117421,Muslim,No confidence at all
Jordan,117422,Muslim,Some confidence
Jordan,117423,Muslim,No confidence at all
Jordan,117424,Muslim,No confidence at all
Jordan,117425,Muslim,No confidence at all
Jordan,117426,Muslim,No confidence at all
Jordan,117427,Muslim,No confidence at all
Jordan,117428,Muslim,No confidence at all
Jordan,117429,Muslim,No confidence at all
Jordan,117430,Muslim,Some confidence
Jordan,117431,Muslim,Some confidence
Jordan,117432,Muslim,Some confidence
Jordan,117433,Muslim,No confidence at all
Jordan,117434,Muslim,Not too much confidence
Jordan,117435,Muslim,Not too much confidence
Jordan,117436,Muslim,Some confidence
Jordan,117437,Muslim,Not too much confidence
Jordan,117438,Muslim,Some confidence
Jordan,117439,Muslim,Some confidence
Jordan,117440,Muslim,Some confidence
Jordan,117441,Muslim,No confidence at all
Jordan,117442,Muslim,Not too much confidence
Jordan,117443,Muslim,Not too much confidence
Jordan,117444,Muslim,No confidence at all
Jordan,117445,Muslim,Not too much confidence
Jordan,117446,Muslim,Not too much confidence
Jordan,117447,Muslim,Not too much confidence
Jordan,117448,Muslim,No confidence at all
Jordan,117449,Muslim,No confidence at all
Jordan,117450,Muslim,No confidence at all
Jordan,117451,Muslim,Not too much confidence
Jordan,117452,Muslim,No confidence at all
Jordan,117453,Muslim,Not too much confidence
Jordan,117454,Muslim,Not too much confidence
Jordan,117455,Muslim,No confidence at all
Jordan,117456,Muslim,No confidence at all
Jordan,117457,Muslim,Some confidence
Jordan,117458,Muslim,No confidence at all
Jordan,117459,Muslim,Not too much confidence
Jordan,117460,Muslim,No confidence at all
Jordan,117461,Muslim,No confidence at all
Jordan,117462,Muslim,No confidence at all
Jordan,117463,Muslim,Not too much confidence
Jordan,117464,Muslim,No confidence at all
Jordan,117465,Muslim,Not too much confidence
Jordan,117466,Muslim,No confidence at all
Jordan,117467,Muslim,Not too much confidence
Jordan,117468,Muslim,No confidence at all
Jordan,117469,Muslim,Not too much confidence
Jordan,117470,Muslim,No confidence at all
Jordan,117471,Muslim,No confidence at all
Jordan,117472,Muslim,Not too much confidence
Jordan,117473,Muslim,No confidence at all
Jordan,117474,Muslim,Some confidence
Jordan,117475,Muslim,Some confidence
Jordan,117476,Muslim,No confidence at all
Jordan,117477,Muslim,No confidence at all
Jordan,117478,Muslim,No confidence at all
Jordan,117479,Muslim,Not too much confidence
Jordan,117480,Muslim,Not too much confidence
Jordan,117481,Muslim,No confidence at all
Jordan,117482,Muslim,Some confidence
Jordan,117483,Muslim,No confidence at all
Jordan,117484,Muslim,Some confidence
Jordan,117485,Muslim,No confidence at all
Jordan,117486,Muslim,No confidence at all
India,117487,Not Muslim,A lot of confidence
India,117488,Not Muslim,Don't know
India,117489,Not Muslim,Some confidence
India,117490,Not Muslim,Some confidence
India,117491,Not Muslim,A lot of confidence
India,117492,Not Muslim,No confidence at all
India,117493,Not Muslim,Some confidence
India,117494,Not Muslim,Some confidence
India,117495,Not Muslim,Some confidence
India,117496,Not Muslim,A lot of confidence
India,117497,Not Muslim,Not too much confidence
India,117498,Not Muslim,A lot of confidence
India,117499,Not Muslim,Some confidence
India,117500,Not Muslim,Some confidence
India,117501,Not Muslim,Don't know
India,117502,Not Muslim,A lot of confidence
India,117503,Not Muslim,Don't know
India,117504,Not Muslim,Don't know
India,117505,Not Muslim,No confidence at all
India,117506,Not Muslim,No confidence at all
India,117507,Not Muslim,A lot of confidence
India,117508,Not Muslim,A lot of confidence
India,117509,Not Muslim,Some confidence
India,117510,Not Muslim,A lot of confidence
India,117511,Not Muslim,A lot of confidence
India,117512,Not Muslim,A lot of confidence
India,117513,Not Muslim,Some confidence
India,117514,Not Muslim,Some confidence
India,117515,Not Muslim,Some confidence
India,117516,Not Muslim,Some confidence
India,117517,Not Muslim,A lot of confidence
India,117518,Not Muslim,Some confidence
India,117519,Not Muslim,Some confidence
India,117520,Not Muslim,Some confidence
India,117521,Not Muslim,Some confidence
India,117522,Not Muslim,Some confidence
India,117523,Muslim,A lot of confidence
India,117524,Not Muslim,Some confidence
India,117525,Not Muslim,Some confidence
India,117526,Not Muslim,Some confidence
India,117527,Not Muslim,Some confidence
India,117528,Not Muslim,A lot of confidence
India,117529,Not Muslim,A lot of confidence
India,117530,Not Muslim,Some confidence
India,117531,Not Muslim,Some confidence
India,117532,Not Muslim,Some confidence
India,117533,Not Muslim,Some confidence
India,117534,Not Muslim,Some confidence
India,117535,Not Muslim,Some confidence
India,117536,Not Muslim,A lot of confidence
India,117537,Not Muslim,A lot of confidence
India,117538,Not Muslim,Don't know
India,117539,Not Muslim,Don't know
India,117540,Not Muslim,Don't know
India,117541,Not Muslim,Don't know
India,117542,Not Muslim,Don't know
India,117543,Not Muslim,Don't know
India,117544,Not Muslim,A lot of confidence
India,117545,Not Muslim,Don't know
India,117546,Not Muslim,Not too much confidence
India,117547,Not Muslim,Don't know
India,117548,Not Muslim,A lot of confidence
India,117549,Not Muslim,No confidence at all
India,117550,Not Muslim,Don't know
India,117551,Not Muslim,Don't know
India,117552,Not Muslim,Don't know
India,117553,Not Muslim,No confidence at all
India,117554,Not Muslim,Don't know
India,117555,Not Muslim,Some confidence
India,117556,Not Muslim,Don't know
India,117557,Not Muslim,Don't know
India,117558,Not Muslim,Don't know
India,117559,Not Muslim,Don't know
India,117560,Not Muslim,Don't know
India,117561,Not Muslim,A lot of confidence
India,117562,Not Muslim,Don't know
India,117563,Not Muslim,Some confidence
India,117564,Not Muslim,No confidence at all
India,117565,Muslim,A lot of confidence
India,117566,Not Muslim,A lot of confidence
India,117567,Muslim,No confidence at all
India,117568,Not Muslim,Don't know
India,117569,Not Muslim,Don't know
India,117570,Not Muslim,Don't know
India,117571,Not Muslim,Don't know
India,117572,Not Muslim,Don't know
India,117573,Not Muslim,Don't know
India,117574,Not Muslim,Don't know
India,117575,Not Muslim,Don't know
India,117576,Not Muslim,Don't know
India,117577,Not Muslim,No confidence at all
India,117578,Not Muslim,A lot of confidence
India,117579,Not Muslim,A lot of confidence
India,117580,Not Muslim,A lot of confidence
India,117581,Not Muslim,Some confidence
India,117582,Not Muslim,A lot of confidence
India,117583,Not Muslim,A lot of confidence
India,117584,Not Muslim,A lot of confidence
India,117585,Not Muslim,A lot of confidence
India,117586,Muslim,Some confidence
India,117587,Not Muslim,A lot of confidence
India,117588,Not Muslim,Some confidence
India,117589,Not Muslim,A lot of confidence
India,117590,Not Muslim,Some confidence
India,117591,Not Muslim,Some confidence
India,117592,Not Muslim,Some confidence
India,117593,Not Muslim,A lot of confidence
India,117594,Not Muslim,Some confidence
India,117595,Not Muslim,A lot of confidence
India,117596,Not Muslim,A lot of confidence
India,117597,Not Muslim,Some confidence
India,117598,Not Muslim,Some confidence
India,117599,Not Muslim,Not too much confidence
India,117600,Muslim,Some confidence
India,117601,Not Muslim,Don't know
India,117602,Not Muslim,Don't know
India,117603,Not Muslim,A lot of confidence
India,117604,Not Muslim,Some confidence
India,117605,Not Muslim,Some confidence
India,117606,Not Muslim,A lot of confidence
India,117607,Not Muslim,A lot of confidence
India,117608,Not Muslim,A lot of confidence
India,117609,Not Muslim,Don't know
India,117610,Not Muslim,Don't know
India,117611,Not Muslim,Don't know
India,117612,Not Muslim,Don't know
India,117613,Not Muslim,Don't know
India,117614,Not Muslim,Don't know
India,117615,Not Muslim,Don't know
India,117616,Not Muslim,Some confidence
India,117617,Not Muslim,Some confidence
India,117618,Not Muslim,Don't know
India,117619,Not Muslim,Don't know
India,117620,Muslim,A lot of confidence
India,117621,Muslim,Don't know
India,117622,Muslim,Some confidence
India,117623,Muslim,Don't know
India,117624,Muslim,Don't know
India,117625,Muslim,Don't know
India,117626,Muslim,Don't know
India,117627,Not Muslim,Don't know
India,117628,Not Muslim,A lot of confidence
India,117629,Not Muslim,Some confidence
India,117630,Not Muslim,A lot of confidence
India,117631,Not Muslim,Some confidence
India,117632,Not Muslim,Some confidence
India,117633,Not Muslim,Some confidence
India,117634,Not Muslim,Some confidence
India,117635,Not Muslim,A lot of confidence
India,117636,Not Muslim,A lot of confidence
India,117637,Not Muslim,Some confidence
India,117638,Not Muslim,Some confidence
India,117639,Not Muslim,Some confidence
India,117640,Not Muslim,A lot of confidence
India,117641,Not Muslim,Some confidence
India,117642,Not Muslim,No confidence at all
India,117643,Not Muslim,Not too much confidence
India,117644,Not Muslim,Not too much confidence
India,117645,Not Muslim,Not too much confidence
India,117646,Not Muslim,No confidence at all
India,117647,Not Muslim,No confidence at all
India,117648,Not Muslim,Not too much confidence
India,117649,Not Muslim,Not too much confidence
India,117650,Not Muslim,Not too much confidence
India,117651,Not Muslim,No confidence at all
India,117652,Not Muslim,No confidence at all
India,117653,Not Muslim,Not too much confidence
India,117654,Not Muslim,No confidence at all
India,117655,Not Muslim,No confidence at all
India,117656,Not Muslim,A lot of confidence
India,117657,Not Muslim,A lot of confidence
India,117658,Not Muslim,A lot of confidence
India,117659,Not Muslim,Not too much confidence
India,117660,Not Muslim,No confidence at all
India,117661,Not Muslim,Some confidence
India,117662,Not Muslim,No confidence at all
India,117663,Not Muslim,Not too much confidence
India,117664,Not Muslim,No confidence at all
India,117665,Not Muslim,No confidence at all
India,117666,Not Muslim,No confidence at all
India,117667,Not Muslim,Not too much confidence
India,117668,Not Muslim,Don't know
India,117669,Not Muslim,Some confidence
India,117670,Not Muslim,Some confidence
India,117671,Not Muslim,A lot of confidence
India,117672,Not Muslim,A lot of confidence
India,117673,Not Muslim,A lot of confidence
India,117674,Not Muslim,A lot of confidence
India,117675,Not Muslim,A lot of confidence
India,117676,Not Muslim,A lot of confidence
India,117677,Not Muslim,A lot of confidence
India,117678,Not Muslim,A lot of confidence
India,117679,Not Muslim,A lot of confidence
India,117680,Not Muslim,Some confidence
India,117681,Not Muslim,A lot of confidence
India,117682,Not Muslim,A lot of confidence
India,117683,Not Muslim,Not too much confidence
India,117684,Not Muslim,Not too much confidence
India,117685,Not Muslim,Some confidence
India,117686,Not Muslim,Not too much confidence
India,117687,Not Muslim,No confidence at all
India,117688,Not Muslim,No confidence at all
India,117689,Not Muslim,No confidence at all
India,117690,Not Muslim,No confidence at all
India,117691,Not Muslim,Some confidence
India,117692,Not Muslim,A lot of confidence
India,117693,Not Muslim,A lot of confidence
India,117694,Not Muslim,Some confidence
India,117695,Not Muslim,No confidence at all
India,117696,Not Muslim,A lot of confidence
India,117697,Not Muslim,Don't know
India,117698,Not Muslim,A lot of confidence
India,117699,Not Muslim,A lot of confidence
India,117700,Not Muslim,A lot of confidence
India,117701,Not Muslim,Some confidence
India,117702,Not Muslim,Some confidence
India,117703,Not Muslim,A lot of confidence
India,117704,Not Muslim,A lot of confidence
India,117705,Not Muslim,A lot of confidence
India,117706,Not Muslim,A lot of confidence
India,117707,Not Muslim,A lot of confidence
India,117708,Not Muslim,A lot of confidence
India,117709,Not Muslim,A lot of confidence
India,117710,Not Muslim,Some confidence
India,117711,Not Muslim,A lot of confidence
India,117712,Not Muslim,Some confidence
India,117713,Not Muslim,Some confidence
India,117714,Not Muslim,Some confidence
India,117715,Not Muslim,Some confidence
India,117716,Not Muslim,Some confidence
India,117717,Not Muslim,Some confidence
India,117718,Not Muslim,A lot of confidence
India,117719,Not Muslim,Some confidence
India,117720,Not Muslim,Some confidence
India,117721,Not Muslim,Some confidence
India,117722,Not Muslim,Some confidence
India,117723,Not Muslim,A lot of confidence
India,117724,Not Muslim,A lot of confidence
India,117725,Not Muslim,A lot of confidence
India,117726,Not Muslim,Some confidence
India,117727,Not Muslim,Some confidence
India,117728,Not Muslim,Some confidence
India,117729,Not Muslim,A lot of confidence
India,117730,Not Muslim,Some confidence
India,117731,Not Muslim,Some confidence
India,117732,Not Muslim,Some confidence
India,117733,Not Muslim,Some confidence
India,117734,Not Muslim,A lot of confidence
India,117735,Not Muslim,Some confidence
India,117736,Not Muslim,Some confidence
India,117737,Not Muslim,Some confidence
India,117738,Not Muslim,A lot of confidence
India,117739,Not Muslim,Some confidence
India,117740,Not Muslim,Some confidence
India,117741,Not Muslim,Some confidence
India,117742,Not Muslim,A lot of confidence
India,117743,Not Muslim,A lot of confidence
India,117744,Not Muslim,Some confidence
India,117745,Not Muslim,A lot of confidence
India,117746,Not Muslim,Some confidence
India,117747,Not Muslim,A lot of confidence
India,117748,Not Muslim,A lot of confidence
India,117749,Not Muslim,A lot of confidence
India,117750,Not Muslim,A lot of confidence
India,117751,Not Muslim,A lot of confidence
India,117752,Not Muslim,A lot of confidence
India,117753,Not Muslim,A lot of confidence
India,117754,Not Muslim,A lot of confidence
India,117755,Not Muslim,No confidence at all
India,117756,Not Muslim,No confidence at all
India,117757,Not Muslim,Some confidence
India,117758,Not Muslim,Don't know
India,117759,Not Muslim,Don't know
India,117760,Not Muslim,Don't know
India,117761,Not Muslim,Don't know
India,117762,Not Muslim,No confidence at all
India,117763,Not Muslim,No confidence at all
India,117764,Not Muslim,No confidence at all
India,117765,Not Muslim,No confidence at all
India,117766,Not Muslim,Not too much confidence
India,117767,Muslim,No confidence at all
India,117768,Not Muslim,No confidence at all
India,117769,Not Muslim,Not too much confidence
India,117770,Not Muslim,No confidence at all
India,117771,Not Muslim,No confidence at all
India,117772,Not Muslim,No confidence at all
India,117773,Not Muslim,No confidence at all
India,117774,Not Muslim,No confidence at all
India,117775,Not Muslim,Not too much confidence
India,117776,Not Muslim,Not too much confidence
India,117777,Not Muslim,Not too much confidence
India,117778,Not Muslim,Not too much confidence
India,117779,Not Muslim,No confidence at all
India,117780,Not Muslim,Not too much confidence
India,117781,Not Muslim,Not too much confidence
India,117782,Not Muslim,Not too much confidence
India,117783,Not Muslim,Not too much confidence
India,117784,Muslim,No confidence at all
India,117785,Not Muslim,No confidence at all
India,117786,Not Muslim,Not too much confidence
India,117787,Not Muslim,No confidence at all
India,117788,Not Muslim,No confidence at all
India,117789,Muslim,No confidence at all
India,117790,Muslim,No confidence at all
India,117791,Muslim,No confidence at all
India,117792,Not Muslim,No confidence at all
India,117793,Not Muslim,Some confidence
India,117794,Not Muslim,No confidence at all
India,117795,Not Muslim,No confidence at all
India,117796,Not Muslim,No confidence at all
India,117797,Not Muslim,Some confidence
India,117798,Not Muslim,No confidence at all
India,117799,Not Muslim,No confidence at all
India,117800,Not Muslim,Not too much confidence
India,117801,Not Muslim,No confidence at all
India,117802,Not Muslim,No confidence at all
India,117803,Not Muslim,A lot of confidence
India,117804,Not Muslim,A lot of confidence
India,117805,Not Muslim,Some confidence
India,117806,Not Muslim,Not too much confidence
India,117807,Not Muslim,No confidence at all
India,117808,Not Muslim,A lot of confidence
India,117809,Not Muslim,A lot of confidence
India,117810,Not Muslim,A lot of confidence
India,117811,Not Muslim,Some confidence
India,117812,Not Muslim,A lot of confidence
India,117813,Not Muslim,A lot of confidence
India,117814,Not Muslim,A lot of confidence
India,117815,Not Muslim,A lot of confidence
India,117816,Not Muslim,A lot of confidence
India,117817,Not Muslim,A lot of confidence
India,117818,Not Muslim,Some confidence
India,117819,Not Muslim,No confidence at all
India,117820,Not Muslim,A lot of confidence
India,117821,Not Muslim,A lot of confidence
India,117822,Not Muslim,A lot of confidence
India,117823,Not Muslim,A lot of confidence
India,117824,Not Muslim,A lot of confidence
India,117825,Not Muslim,A lot of confidence
India,117826,Not Muslim,Don't know
India,117827,Not Muslim,Some confidence
India,117828,Not Muslim,Don't know
India,117829,Not Muslim,Don't know
India,117830,Not Muslim,No confidence at all
India,117831,Not Muslim,Don't know
India,117832,Not Muslim,Don't know
India,117833,Not Muslim,Some confidence
India,117834,Not Muslim,Don't know
India,117835,Not Muslim,Don't know
India,117836,Not Muslim,Some confidence
India,117837,Not Muslim,Don't know
India,117838,Not Muslim,Some confidence
India,117839,Not Muslim,Don't know
India,117840,Not Muslim,No confidence at all
India,117841,Not Muslim,Don't know
India,117842,Not Muslim,No confidence at all
India,117843,Not Muslim,Not too much confidence
India,117844,Not Muslim,No confidence at all
India,117845,Not Muslim,Not too much confidence
India,117846,Not Muslim,Not too much confidence
India,117847,Not Muslim,Not too much confidence
India,117848,Not Muslim,No confidence at all
India,117849,Not Muslim,Not too much confidence
India,117850,Not Muslim,Not too much confidence
India,117851,Not Muslim,Not too much confidence
India,117852,Not Muslim,Not too much confidence
India,117853,Not Muslim,No confidence at all
India,117854,Not Muslim,No confidence at all
India,117855,Not Muslim,No confidence at all
India,117856,Not Muslim,No confidence at all
India,117857,Not Muslim,No confidence at all
India,117858,Not Muslim,Not too much confidence
India,117859,Not Muslim,No confidence at all
India,117860,Not Muslim,No confidence at all
India,117861,Not Muslim,Not too much confidence
India,117862,Not Muslim,Not too much confidence
India,117863,Not Muslim,Not too much confidence
India,117864,Not Muslim,Not too much confidence
India,117865,Not Muslim,No confidence at all
India,117866,Not Muslim,Not too much confidence
India,117867,Not Muslim,Not too much confidence
India,117868,Not Muslim,Not too much confidence
India,117869,Not Muslim,Not too much confidence
India,117870,Not Muslim,A lot of confidence
India,117871,Not Muslim,Not too much confidence
India,117872,Not Muslim,Not too much confidence
India,117873,Not Muslim,No confidence at all
India,117874,Not Muslim,Not too much confidence
India,117875,Not Muslim,Not too much confidence
India,117876,Not Muslim,Not too much confidence
India,117877,Not Muslim,No confidence at all
India,117878,Not Muslim,No confidence at all
India,117879,Not Muslim,No confidence at all
India,117880,Not Muslim,Not too much confidence
India,117881,Not Muslim,Some confidence
India,117882,Not Muslim,No confidence at all
India,117883,Not Muslim,No confidence at all
India,117884,Muslim,No confidence at all
India,117885,Not Muslim,No confidence at all
India,117886,Not Muslim,No confidence at all
India,117887,Not Muslim,Not too much confidence
India,117888,Not Muslim,No confidence at all
India,117889,Not Muslim,Some confidence
India,117890,Not Muslim,Don't know
India,117891,Not Muslim,Don't know
India,117892,Not Muslim,Some confidence
India,117893,Not Muslim,Not too much confidence
India,117894,Not Muslim,Not too much confidence
India,117895,Not Muslim,A lot of confidence
India,117896,Not Muslim,A lot of confidence
India,117897,Not Muslim,Some confidence
India,117898,Not Muslim,Some confidence
India,117899,Not Muslim,Refused
India,117900,Not Muslim,Some confidence
India,117901,Not Muslim,Some confidence
India,117902,Not Muslim,A lot of confidence
India,117903,Not Muslim,A lot of confidence
India,117904,Not Muslim,A lot of confidence
India,117905,Not Muslim,A lot of confidence
India,117906,Not Muslim,Some confidence
India,117907,Not Muslim,Some confidence
India,117908,Not Muslim,A lot of confidence
India,117909,Not Muslim,Some confidence
India,117910,Not Muslim,Some confidence
India,117911,Muslim,Some confidence
India,117912,Muslim,Not too much confidence
India,117913,Not Muslim,Some confidence
India,117914,Not Muslim,Some confidence
India,117915,Not Muslim,A lot of confidence
India,117916,Not Muslim,Some confidence
India,117917,Not Muslim,Some confidence
India,117918,Not Muslim,Some confidence
India,117919,Not Muslim,Some confidence
India,117920,Muslim,Not too much confidence
India,117921,Not Muslim,Some confidence
India,117922,Not Muslim,Some confidence
India,117923,Muslim,Some confidence
India,117924,Not Muslim,Some confidence
India,117925,Not Muslim,Some confidence
India,117926,Not Muslim,Some confidence
India,117927,Not Muslim,Some confidence
India,117928,Not Muslim,Some confidence
India,117929,Not Muslim,A lot of confidence
India,117930,Muslim,Some confidence
India,117931,Not Muslim,Some confidence
India,117932,Muslim,A lot of confidence
India,117933,Not Muslim,Some confidence
India,117934,Not Muslim,Not too much confidence
India,117935,Not Muslim,No confidence at all
India,117936,Not Muslim,Not too much confidence
India,117937,Not Muslim,A lot of confidence
India,117938,Not Muslim,Not too much confidence
India,117939,Not Muslim,A lot of confidence
India,117940,Muslim,No confidence at all
India,117941,Not Muslim,Not too much confidence
India,117942,Not Muslim,Not too much confidence
India,117943,Not Muslim,Some confidence
India,117944,Not Muslim,A lot of confidence
India,117945,Not Muslim,Not too much confidence
India,117946,Not Muslim,Some confidence
India,117947,Not Muslim,Not too much confidence
India,117948,Not Muslim,Some confidence
India,117949,Not Muslim,Some confidence
India,117950,Not Muslim,No confidence at all
India,117951,Not Muslim,A lot of confidence
India,117952,Not Muslim,A lot of confidence
India,117953,Not Muslim,Some confidence
India,117954,Not Muslim,Not too much confidence
India,117955,Not Muslim,Some confidence
India,117956,Not Muslim,A lot of confidence
India,117957,Not Muslim,A lot of confidence
India,117958,Not Muslim,No confidence at all
India,117959,Not Muslim,Some confidence
India,117960,Not Muslim,Some confidence
India,117961,Not Muslim,A lot of confidence
India,117962,Not Muslim,Some confidence
India,117963,Not Muslim,Not too much confidence
India,117964,Not Muslim,Some confidence
India,117965,Not Muslim,Some confidence
India,117966,Not Muslim,Not too much confidence
India,117967,Not Muslim,Some confidence
India,117968,Not Muslim,Some confidence
India,117969,Not Muslim,Not too much confidence
India,117970,Not Muslim,Some confidence
India,117971,Not Muslim,No confidence at all
India,117972,Not Muslim,Some confidence
India,117973,Not Muslim,Not too much confidence
India,117974,Not Muslim,Some confidence
India,117975,Not Muslim,No confidence at all
India,117976,Not Muslim,Not too much confidence
India,117977,Not Muslim,Some confidence
India,117978,Muslim,Some confidence
India,117979,Not Muslim,Some confidence
India,117980,Not Muslim,Some confidence
India,117981,Not Muslim,A lot of confidence
India,117982,Not Muslim,Some confidence
India,117983,Not Muslim,Some confidence
India,117984,Muslim,Some confidence
India,117985,Not Muslim,Some confidence
India,117986,Not Muslim,Some confidence
India,117987,Not Muslim,Some confidence
India,117988,Not Muslim,A lot of confidence
India,117989,Not Muslim,Some confidence
India,117990,Not Muslim,Some confidence
India,117991,Not Muslim,Some confidence
India,117992,Not Muslim,A lot of confidence
India,117993,Not Muslim,Some confidence
India,117994,Not Muslim,Some confidence
India,117995,Not Muslim,A lot of confidence
India,117996,Not Muslim,Some confidence
India,117997,Not Muslim,Some confidence
India,117998,Not Muslim,Don't know
India,117999,Not Muslim,A lot of confidence
India,118000,Not Muslim,A lot of confidence
India,118001,Not Muslim,A lot of confidence
India,118002,Not Muslim,Some confidence
India,118003,Not Muslim,A lot of confidence
India,118004,Not Muslim,A lot of confidence
India,118005,Not Muslim,Don't know
India,118006,Not Muslim,Not too much confidence
India,118007,Not Muslim,A lot of confidence
India,118008,Not Muslim,A lot of confidence
India,118009,Not Muslim,A lot of confidence
India,118010,Not Muslim,Some confidence
India,118011,Not Muslim,A lot of confidence
India,118012,Not Muslim,A lot of confidence
India,118013,Not Muslim,A lot of confidence
India,118014,Not Muslim,Some confidence
India,118015,Not Muslim,Some confidence
India,118016,Not Muslim,A lot of confidence
